epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,101.843,1.32352,1.20575,1.085,0.8063,0.63881,0.746,0.48798,1.14892,0.82482,1.01953,0.000369313,0.000369313,0.000369313
2,203.574,1.23458,0.87521,1.03679,0.74901,0.71246,0.76642,0.49997,1.15317,0.81581,1.01332,0.000703034,0.000703034,0.000703034
